ID,X,Y,FalseY,GroundType,Density,Zcount
1595050,15950,50,-50,Ground,0,0
1605050,16050,50,-50,Ground,0,0
1615050,16150,50,-50,Ground,0,0
1625050,16250,50,-50,Ground,0,0
1635050,16350,50,-50,Ground,0,0
1645050,16450,50,-50,Ground,0,0
1655050,16550,50,-50,Ground,0,0
1665050,16650,50,-50,Ground,0,0
1675050,16750,50,-50,Ground,0,0
1685050,16850,50,-50,Ground,0,0
1695050,16950,50,-50,Ground,0,0
1705050,17050,50,-50,Ground,0,0
1715050,17150,50,-50,Ground,0,0
1725050,17250,50,-50,Ground,0,0
1735050,17350,50,-50,Ground,0,0
1745050,17450,50,-50,Ground,0,0
1755050,17550,50,-50,Ground,0,0
1765050,17650,50,-50,Ground,0,0
1775050,17750,50,-50,Ground,3,0
1785050,17850,50,-50,Ground,3,0
1795050,17950,50,-50,Ground,0,0
1805050,18050,50,-50,Ground,0,0
1815050,18150,50,-50,Ground,0,0
1825050,18250,50,-50,Ground,0,0
1835050,18350,50,-50,Ground,0,0
1845050,18450,50,-50,Ground,0,0
1855050,18550,50,-50,Ground,0,0
1865050,18650,50,-50,Ground,0,0
1875050,18750,50,-50,Ground,0,0
1885050,18850,50,-50,Ground,0,0
1895050,18950,50,-50,Ground,1,0
1905050,19050,50,-50,Ground,1,0
1915050,19150,50,-50,Ground,0,0
1925050,19250,50,-50,Ground,0,0
1935050,19350,50,-50,Ground,0,0
1945050,19450,50,-50,Water,0,0
1955050,19550,50,-50,Unknown,0,0
1965050,19650,50,-50,Water,0,0
1975050,19750,50,-50,Water,0,0
50150,50,150,-150,Unknown,0,0
150150,150,150,-150,Unknown,0,0
250150,250,150,-150,Unknown,0,0
350150,350,150,-150,Unknown,0,0
450150,450,150,-150,Unknown,0,0
550150,550,150,-150,Unknown,0,0
650150,650,150,-150,Unknown,0,0
750150,750,150,-150,Unknown,0,0
850150,850,150,-150,Unknown,0,0
950150,950,150,-150,Unknown,0,0
1050150,1050,150,-150,Unknown,0,0
1150150,1150,150,-150,Unknown,0,0
1250150,1250,150,-150,Unknown,0,0
1350150,1350,150,-150,Unknown,0,0
1450150,1450,150,-150,Unknown,0,0
1550150,1550,150,-150,Unknown,0,0
1650150,1650,150,-150,Unknown,0,0
1750150,1750,150,-150,Unknown,0,0
1850150,1850,150,-150,Unknown,0,0
1950150,1950,150,-150,Unknown,0,0
2050150,2050,150,-150,Unknown,0,0
2150150,2150,150,-150,Unknown,0,0
2250150,2250,150,-150,Unknown,0,0
2350150,2350,150,-150,Unknown,0,0
2450150,2450,150,-150,Unknown,0,0
2550150,2550,150,-150,Unknown,0,0
2650150,2650,150,-150,Unknown,0,0
2750150,2750,150,-150,Unknown,0,0
2850150,2850,150,-150,Unknown,0,0
2950150,2950,150,-150,Unknown,0,0
3050150,3050,150,-150,Unknown,0,0
3150150,3150,150,-150,Unknown,0,0
3250150,3250,150,-150,Unknown,0,0
3350150,3350,150,-150,Unknown,0,0
3450150,3450,150,-150,Unknown,0,0
3550150,3550,150,-150,Unknown,0,0
3650150,3650,150,-150,Unknown,0,0
3750150,3750,150,-150,Unknown,0,0
3850150,3850,150,-150,Unknown,0,0
3950150,3950,150,-150,Unknown,0,0
4050150,4050,150,-150,Unknown,0,0
4150150,4150,150,-150,Unknown,0,0
4250150,4250,150,-150,Unknown,0,0
4350150,4350,150,-150,Unknown,0,0
4450150,4450,150,-150,Unknown,0,0
4550150,4550,150,-150,Unknown,0,0
4650150,4650,150,-150,Unknown,0,0
4750150,4750,150,-150,Unknown,0,0
4850150,4850,150,-150,Unknown,0,0
4950150,4950,150,-150,Unknown,0,0
5050150,5050,150,-150,Unknown,0,0
5150150,5150,150,-150,Unknown,0,0
5250150,5250,150,-150,Unknown,0,0
5350150,5350,150,-150,Unknown,0,0
5450150,5450,150,-150,Unknown,0,0
5550150,5550,150,-150,Unknown,0,0
5650150,5650,150,-150,Unknown,0,0
5750150,5750,150,-150,Unknown,0,0
5850150,5850,150,-150,Unknown,0,0
5950150,5950,150,-150,Unknown,0,0
6050150,6050,150,-150,Unknown,0,0
6150150,6150,150,-150,Unknown,0,0
6250150,6250,150,-150,Unknown,0,0
6350150,6350,150,-150,Unknown,0,0
6450150,6450,150,-150,Unknown,0,0
6550150,6550,150,-150,Unknown,0,0
6650150,6650,150,-150,Unknown,0,0
6750150,6750,150,-150,Unknown,0,0
6850150,6850,150,-150,Unknown,0,0
6950150,6950,150,-150,Unknown,0,0
7050150,7050,150,-150,Unknown,0,0
7150150,7150,150,-150,Unknown,0,0
7250150,7250,150,-150,Unknown,0,0
7350150,7350,150,-150,Unknown,0,0
7450150,7450,150,-150,Unknown,0,0
7550150,7550,150,-150,Unknown,0,0
7650150,7650,150,-150,Unknown,0,0
7750150,7750,150,-150,Unknown,0,0
7850150,7850,150,-150,Unknown,0,0
7950150,7950,150,-150,Unknown,0,0
8050150,8050,150,-150,Unknown,0,0
8150150,8150,150,-150,Unknown,0,0
8250150,8250,150,-150,Unknown,0,0
8350150,8350,150,-150,Unknown,0,0
8450150,8450,150,-150,Unknown,0,0
8550150,8550,150,-150,Unknown,0,0
8650150,8650,150,-150,Unknown,0,0
8750150,8750,150,-150,Unknown,0,0
8850150,8850,150,-150,Unknown,0,0
8950150,8950,150,-150,Unknown,0,0
9050150,9050,150,-150,Unknown,0,0
9150150,9150,150,-150,Unknown,0,0
9250150,9250,150,-150,Unknown,0,0
9350150,9350,150,-150,Unknown,0,0
9450150,9450,150,-150,Unknown,0,0
9550150,9550,150,-150,Unknown,0,0
9650150,9650,150,-150,Unknown,0,0
9750150,9750,150,-150,Unknown,0,0
9850150,9850,150,-150,Unknown,0,0
9950150,9950,150,-150,Unknown,0,0
10050150,10050,150,-150,Unknown,0,0
10150150,10150,150,-150,Unknown,0,0
10250150,10250,150,-150,Unknown,0,0
10350150,10350,150,-150,Unknown,0,0
10450150,10450,150,-150,Unknown,0,0
10550150,10550,150,-150,Unknown,0,0
10650150,10650,150,-150,Unknown,0,0
10750150,10750,150,-150,Unknown,0,0
10850150,10850,150,-150,Unknown,0,0
10950150,10950,150,-150,Unknown,0,0
11050150,11050,150,-150,Unknown,0,0
11150150,11150,150,-150,Unknown,0,0
11250150,11250,150,-150,Unknown,0,0
11350150,11350,150,-150,Unknown,0,0
11450150,11450,150,-150,Unknown,0,0
11550150,11550,150,-150,Unknown,0,0
11650150,11650,150,-150,Unknown,0,0
11750150,11750,150,-150,Unknown,0,0
11850150,11850,150,-150,Unknown,0,0
11950150,11950,150,-150,Unknown,0,0
12050150,12050,150,-150,Unknown,0,0
12150150,12150,150,-150,Unknown,0,0
12250150,12250,150,-150,Unknown,0,0
12350150,12350,150,-150,Unknown,0,0
12450150,12450,150,-150,Unknown,0,0
12550150,12550,150,-150,Unknown,0,0
12650150,12650,150,-150,Unknown,0,0
12750150,12750,150,-150,Unknown,0,0
12850150,12850,150,-150,Unknown,0,0
12950150,12950,150,-150,Unknown,0,0
13050150,13050,150,-150,Unknown,0,0
13150150,13150,150,-150,Unknown,0,0
13250150,13250,150,-150,Unknown,0,0
13350150,13350,150,-150,Unknown,0,0
13450150,13450,150,-150,Unknown,0,0
13550150,13550,150,-150,Unknown,0,0
13650150,13650,150,-150,Unknown,0,0
13750150,13750,150,-150,Unknown,0,0
13850150,13850,150,-150,Unknown,0,0
13950150,13950,150,-150,Unknown,0,0
14050150,14050,150,-150,Unknown,0,0
14150150,14150,150,-150,Unknown,0,0
14250150,14250,150,-150,Unknown,0,0
14350150,14350,150,-150,Unknown,0,0
14450150,14450,150,-150,Unknown,0,0
14550150,14550,150,-150,Unknown,0,0
14650150,14650,150,-150,Unknown,0,0
14750150,14750,150,-150,Unknown,0,0
14850150,14850,150,-150,Unknown,0,0
14950150,14950,150,-150,Unknown,0,0
15050150,15050,150,-150,Unknown,0,0
15150150,15150,150,-150,Ground,0,0
15250150,15250,150,-150,Ground,0,0
15350150,15350,150,-150,Ground,0,0
15450150,15450,150,-150,Ground,0,0
15550150,15550,150,-150,Ground,0,0
15650150,15650,150,-150,Ground,1,0
15750150,15750,150,-150,Ground,0,0
15850150,15850,150,-150,Ground,0,0
15950150,15950,150,-150,Ground,0,0
16050150,16050,150,-150,Ground,0,0
16150150,16150,150,-150,Ground,0,0
16250150,16250,150,-150,Ground,0,0
16350150,16350,150,-150,Ground,0,0
16450150,16450,150,-150,Ground,0,0
16550150,16550,150,-150,Ground,0,0
16650150,16650,150,-150,Ground,0,0
16750150,16750,150,-150,Ground,0,0
16850150,16850,150,-150,Ground,0,0
16950150,16950,150,-150,Ground,0,0
17050150,17050,150,-150,Ground,0,0
17150150,17150,150,-150,Ground,1,0
17250150,17250,150,-150,Ground,1,0
17350150,17350,150,-150,Ground,0,0
17450150,17450,150,-150,Ground,0,0
17550150,17550,150,-150,Ground,0,0
17650150,17650,150,-150,Ground,0,0
17750150,17750,150,-150,Ground,0,0
17850150,17850,150,-150,Ground,0,0
17950150,17950,150,-150,Ground,0,0
18050150,18050,150,-150,Ground,0,0
18150150,18150,150,-150,Ground,0,0
18250150,18250,150,-150,Ground,0,0
18350150,18350,150,-150,Ground,0,0
18450150,18450,150,-150,Ground,0,0
18550150,18550,150,-150,Ground,0,0
18650150,18650,150,-150,Ground,0,0
18750150,18750,150,-150,Ground,0,0
18850150,18850,150,-150,Ground,0,0
18950150,18950,150,-150,Ground,0,0
19050150,19050,150,-150,Ground,0,0
19150150,19150,150,-150,Water,0,0
19250150,19250,150,-150,Water,0,0
19350150,19350,150,-150,Water,0,0
19450150,19450,150,-150,Water,0,0
19550150,19550,150,-150,Water,0,0
19650150,19650,150,-150,Water,0,0
19750150,19750,150,-150,Water,0,0
50250,50,250,-250,Unknown,0,0
150250,150,250,-250,Unknown,0,0
250250,250,250,-250,Unknown,0,0
350250,350,250,-250,Unknown,0,0
450250,450,250,-250,Unknown,0,0
550250,550,250,-250,Unknown,0,0
650250,650,250,-250,Unknown,0,0
750250,750,250,-250,Unknown,0,0
850250,850,250,-250,Unknown,0,0
950250,950,250,-250,Unknown,0,0
1050250,1050,250,-250,Unknown,0,0
1150250,1150,250,-250,Unknown,0,0
1250250,1250,250,-250,Unknown,0,0
1350250,1350,250,-250,Unknown,0,0
1450250,1450,250,-250,Unknown,0,0
1550250,1550,250,-250,Unknown,0,0
1650250,1650,250,-250,Unknown,0,0
1750250,1750,250,-250,Unknown,0,0
1850250,1850,250,-250,Unknown,0,0
1950250,1950,250,-250,Unknown,0,0
2050250,2050,250,-250,Unknown,0,0
2150250,2150,250,-250,Unknown,0,0
2250250,2250,250,-250,Unknown,0,0
2350250,2350,250,-250,Unknown,0,0
2450250,2450,250,-250,Unknown,0,0
2550250,2550,250,-250,Unknown,0,0
2650250,2650,250,-250,Unknown,0,0
2750250,2750,250,-250,Unknown,0,0
2850250,2850,250,-250,Unknown,0,0
2950250,2950,250,-250,Unknown,0,0
3050250,3050,250,-250,Unknown,0,0
3150250,3150,250,-250,Unknown,0,0
3250250,3250,250,-250,Unknown,0,0
3350250,3350,250,-250,Unknown,0,0
3450250,3450,250,-250,Unknown,0,0
3550250,3550,250,-250,Unknown,0,0
3650250,3650,250,-250,Unknown,0,0
3750250,3750,250,-250,Unknown,0,0
3850250,3850,250,-250,Unknown,0,0
3950250,3950,250,-250,Unknown,0,0
4050250,4050,250,-250,Unknown,0,0
4150250,4150,250,-250,Unknown,0,0
4250250,4250,250,-250,Unknown,0,0
4350250,4350,250,-250,Unknown,0,0
4450250,4450,250,-250,Unknown,0,0
4550250,4550,250,-250,Unknown,0,0
4650250,4650,250,-250,Unknown,0,0
4750250,4750,250,-250,Unknown,0,0
4850250,4850,250,-250,Unknown,0,0
4950250,4950,250,-250,Unknown,0,0
5050250,5050,250,-250,Unknown,0,0
5150250,5150,250,-250,Unknown,0,0
5250250,5250,250,-250,Unknown,0,0
5350250,5350,250,-250,Unknown,0,0
5450250,5450,250,-250,Unknown,0,0
5550250,5550,250,-250,Unknown,0,0
5650250,5650,250,-250,Unknown,0,0
5750250,5750,250,-250,Unknown,0,0
5850250,5850,250,-250,Unknown,0,0
5950250,5950,250,-250,Unknown,0,0
6050250,6050,250,-250,Unknown,0,0
6150250,6150,250,-250,Unknown,0,0
6250250,6250,250,-250,Unknown,0,0
6350250,6350,250,-250,Unknown,0,0
6450250,6450,250,-250,Unknown,0,0
6550250,6550,250,-250,Unknown,0,0
6650250,6650,250,-250,Unknown,0,0
6750250,6750,250,-250,Unknown,0,0
6850250,6850,250,-250,Unknown,0,0
6950250,6950,250,-250,Unknown,0,0
7050250,7050,250,-250,Unknown,0,0
7150250,7150,250,-250,Unknown,0,0
7250250,7250,250,-250,Unknown,0,0
7350250,7350,250,-250,Unknown,0,0
7450250,7450,250,-250,Unknown,0,0
7550250,7550,250,-250,Unknown,0,0
7650250,7650,250,-250,Unknown,0,0
7750250,7750,250,-250,Unknown,0,0
7850250,7850,250,-250,Unknown,0,0
7950250,7950,250,-250,Unknown,0,0
8050250,8050,250,-250,Unknown,0,0
8150250,8150,250,-250,Unknown,0,0
8250250,8250,250,-250,Unknown,0,0
8350250,8350,250,-250,Unknown,0,0
8450250,8450,250,-250,Unknown,0,0
8550250,8550,250,-250,Unknown,0,0
8650250,8650,250,-250,Unknown,0,0
8750250,8750,250,-250,Unknown,0,0
8850250,8850,250,-250,Unknown,0,0
8950250,8950,250,-250,Unknown,0,0
9050250,9050,250,-250,Unknown,0,0
9150250,9150,250,-250,Unknown,0,0
9250250,9250,250,-250,Unknown,0,0
9350250,9350,250,-250,Unknown,0,0
9450250,9450,250,-250,Unknown,0,0
9550250,9550,250,-250,Unknown,0,0
9650250,9650,250,-250,Unknown,0,0
9750250,9750,250,-250,Unknown,0,0
9850250,9850,250,-250,Unknown,0,0
9950250,9950,250,-250,Unknown,0,0
10050250,10050,250,-250,Unknown,0,0
10150250,10150,250,-250,Unknown,0,0
10250250,10250,250,-250,Unknown,0,0
10350250,10350,250,-250,Unknown,0,0
10450250,10450,250,-250,Unknown,0,0
10550250,10550,250,-250,Unknown,0,0
10650250,10650,250,-250,Unknown,0,0
10750250,10750,250,-250,Unknown,0,0
10850250,10850,250,-250,Unknown,0,0
10950250,10950,250,-250,Unknown,0,0
11050250,11050,250,-250,Unknown,0,0
11150250,11150,250,-250,Unknown,0,0
11250250,11250,250,-250,Unknown,0,0
11350250,11350,250,-250,Unknown,0,0
11450250,11450,250,-250,Unknown,0,0
11550250,11550,250,-250,Unknown,0,0
11650250,11650,250,-250,Unknown,0,0
11750250,11750,250,-250,Unknown,0,0
11850250,11850,250,-250,Unknown,0,0
11950250,11950,250,-250,Unknown,0,0
12050250,12050,250,-250,Unknown,0,0
12150250,12150,250,-250,Unknown,0,0
12250250,12250,250,-250,Unknown,0,0
12350250,12350,250,-250,Unknown,0,0
12450250,12450,250,-250,Unknown,0,0
12550250,12550,250,-250,Unknown,0,0
12650250,12650,250,-250,Unknown,0,0
12750250,12750,250,-250,Unknown,0,0
12850250,12850,250,-250,Unknown,0,0
12950250,12950,250,-250,Unknown,0,0
13050250,13050,250,-250,Unknown,0,0
13150250,13150,250,-250,Unknown,0,0
13250250,13250,250,-250,Unknown,0,0
13350250,13350,250,-250,Unknown,0,0
13450250,13450,250,-250,Unknown,0,0
13550250,13550,250,-250,Unknown,0,0
13650250,13650,250,-250,Unknown,0,0
13750250,13750,250,-250,Unknown,0,0
13850250,13850,250,-250,Unknown,0,0
13950250,13950,250,-250,Unknown,0,0
14050250,14050,250,-250,Unknown,0,0
14150250,14150,250,-250,Unknown,0,0
14250250,14250,250,-250,Unknown,0,0
14350250,14350,250,-250,Unknown,0,0
14450250,14450,250,-250,Unknown,0,0
14550250,14550,250,-250,Unknown,0,0
14650250,14650,250,-250,Unknown,0,0
14750250,14750,250,-250,Unknown,0,0
14850250,14850,250,-250,Unknown,0,0
14950250,14950,250,-250,Unknown,0,0
15050250,15050,250,-250,Ground,0,0
15150250,15150,250,-250,Ground,0,0
15250250,15250,250,-250,Ground,0,0
15350250,15350,250,-250,Ground,0,0
15450250,15450,250,-250,Ground,0,0
15550250,15550,250,-250,Ground,0,0
15650250,15650,250,-250,Ground,0,0
15750250,15750,250,-250,Ground,0,0
15850250,15850,250,-250,Ground,0,0
15950250,15950,250,-250,Ground,0,0
16050250,16050,250,-250,Ground,0,0
16150250,16150,250,-250,Ground,0,0
16250250,16250,250,-250,Ground,0,0
16350250,16350,250,-250,Ground,0,0
16450250,16450,250,-250,Ground,0,0
16550250,16550,250,-250,Ground,0,0
16650250,16650,250,-250,Ground,0,0
16750250,16750,250,-250,Ground,0,0
16850250,16850,250,-250,Ground,0,0
16950250,16950,250,-250,Ground,0,0
17050250,17050,250,-250,Ground,0,0
17150250,17150,250,-250,Ground,0,0
17250250,17250,250,-250,Ground,0,0
17350250,17350,250,-250,Ground,0,0
17450250,17450,250,-250,Ground,0,0
17550250,17550,250,-250,Ground,0,0
17650250,17650,250,-250,Ground,0,0
17750250,17750,250,-250,Ground,0,0
17850250,17850,250,-250,Ground,0,0
17950250,17950,250,-250,Ground,0,0
18050250,18050,250,-250,Ground,0,0
18150250,18150,250,-250,Ground,0,0
18250250,18250,250,-250,Ground,0,0
18350250,18350,250,-250,Water,0,0
18450250,18450,250,-250,Water,0,0
18550250,18550,250,-250,Water,0,0
18650250,18650,250,-250,Water,0,0
18750250,18750,250,-250,Water,0,0
18850250,18850,250,-250,Water,0,0
18950250,18950,250,-250,Water,0,0
19050250,19050,250,-250,Water,0,0
19150250,19150,250,-250,Water,0,0
19250250,19250,250,-250,Water,0,0
19350250,19350,250,-250,Water,0,0
19450250,19450,250,-250,Water,0,0
19550250,19550,250,-250,Water,0,0
19650250,19650,250,-250,Water,0,0
19750250,19750,250,-250,Water,0,0
50350,50,350,-350,Unknown,0,0
150350,150,350,-350,Unknown,0,0
250350,250,350,-350,Unknown,0,0
350350,350,350,-350,Unknown,0,0
450350,450,350,-350,Unknown,0,0
550350,550,350,-350,Unknown,0,0
650350,650,350,-350,Unknown,0,0
750350,750,350,-350,Unknown,0,0
850350,850,350,-350,Unknown,0,0
950350,950,350,-350,Unknown,0,0
1050350,1050,350,-350,Unknown,0,0
1150350,1150,350,-350,Unknown,0,0
1250350,1250,350,-350,Unknown,0,0
1350350,1350,350,-350,Unknown,0,0
1450350,1450,350,-350,Unknown,0,0
1550350,1550,350,-350,Unknown,0,0
1650350,1650,350,-350,Unknown,0,0
1750350,1750,350,-350,Unknown,0,0
1850350,1850,350,-350,Unknown,0,0
1950350,1950,350,-350,Unknown,0,0
2050350,2050,350,-350,Unknown,0,0
2150350,2150,350,-350,Unknown,0,0
2250350,2250,350,-350,Unknown,0,0
2350350,2350,350,-350,Unknown,0,0
2450350,2450,350,-350,Unknown,0,0
2550350,2550,350,-350,Unknown,0,0
2650350,2650,350,-350,Unknown,0,0
2750350,2750,350,-350,Unknown,0,0
2850350,2850,350,-350,Unknown,0,0
2950350,2950,350,-350,Unknown,0,0
3050350,3050,350,-350,Unknown,0,0
3150350,3150,350,-350,Unknown,0,0
3250350,3250,350,-350,Unknown,0,0
3350350,3350,350,-350,Unknown,0,0
3450350,3450,350,-350,Unknown,0,0
3550350,3550,350,-350,Unknown,0,0
3650350,3650,350,-350,Unknown,0,0
3750350,3750,350,-350,Unknown,0,0
3850350,3850,350,-350,Unknown,0,0
3950350,3950,350,-350,Unknown,0,0
4050350,4050,350,-350,Unknown,0,0
4150350,4150,350,-350,Unknown,0,0
4250350,4250,350,-350,Unknown,0,0
4350350,4350,350,-350,Unknown,0,0
4450350,4450,350,-350,Unknown,0,0
4550350,4550,350,-350,Unknown,0,0
4650350,4650,350,-350,Unknown,0,0
4750350,4750,350,-350,Unknown,0,0
4850350,4850,350,-350,Unknown,0,0
4950350,4950,350,-350,Unknown,0,0
5050350,5050,350,-350,Unknown,0,0
5150350,5150,350,-350,Unknown,0,0
5250350,5250,350,-350,Unknown,0,0
5350350,5350,350,-350,Unknown,0,0
5450350,5450,350,-350,Unknown,0,0
5550350,5550,350,-350,Unknown,0,0
5650350,5650,350,-350,Unknown,0,0
5750350,5750,350,-350,Unknown,0,0
5850350,5850,350,-350,Unknown,0,0
5950350,5950,350,-350,Unknown,0,0
6050350,6050,350,-350,Unknown,0,0
6150350,6150,350,-350,Unknown,0,0
6250350,6250,350,-350,Unknown,0,0
6350350,6350,350,-350,Unknown,0,0
6450350,6450,350,-350,Unknown,0,0
6550350,6550,350,-350,Unknown,0,0
6650350,6650,350,-350,Unknown,0,0
6750350,6750,350,-350,Unknown,0,0
6850350,6850,350,-350,Unknown,0,0
6950350,6950,350,-350,Unknown,0,0
7050350,7050,350,-350,Unknown,0,0
7150350,7150,350,-350,Unknown,0,0
7250350,7250,350,-350,Unknown,0,0
7350350,7350,350,-350,Unknown,0,0
7450350,7450,350,-350,Unknown,0,0
7550350,7550,350,-350,Unknown,0,0
7650350,7650,350,-350,Unknown,0,0
7750350,7750,350,-350,Unknown,0,0
7850350,7850,350,-350,Unknown,0,0
7950350,7950,350,-350,Unknown,0,0
8050350,8050,350,-350,Unknown,0,0
8150350,8150,350,-350,Unknown,0,0
8250350,8250,350,-350,Unknown,0,0
8350350,8350,350,-350,Unknown,0,0
8450350,8450,350,-350,Unknown,0,0
8550350,8550,350,-350,Unknown,0,0
